text,category,priority,sentiment
complaint: supply pressure bahut kam hai colony me bahut dikkat ho rahi hai,water,Normal,Negative
"serious issue, light bar bar cut ho rahi hai main road pe",electricity,Normal,Negative
pipeline supply band hai near hospital bahut dikkat ho rahi hai,water,Normal,Neutral
"bahut problem hai, tap ganda pani aa raha hai ghar ke paas bahut dikkat ho rahi hai",water,High,Negative
"bahut problem hai, bijli fluctuation ho raha hai ghar ke paas bahut dikkat ho rahi hai",electricity,Normal,Negative
"serious issue, transformer nahi aa rahi near school bahut dikkat ho rahi hai",electricity,Normal,Negative
water pipeline leak ho rahi h market me bahut dikkat ho rahi h,water,Normal,Negative
"please help, supply water issue hai society me please fix asap",water,Normal,Negative
urgent: waste overflow ho raha hai near school please fix asap,sanitation,High,Negative
complaint: parking log bahut shor kar rahe h main road pe bahut dikkat ho rahi h,public,Normal,Neutral
"serious issue, awaz traffic jam ho raha hai main road pe jaldi solve kare",public,High,Negative
"bahut problem hai, street bade potholes hai main road pe bahut dikkat ho rahi hai",roads,Normal,Neutral
"please help, garbage area ganda h near school please fix asap",sanitation,High,Negative
parking bahut zyada hai area me,public,High,Negative
"bahut problem hai, crowd control nahi ho raha colony me jaldi solve kare",public,Normal,Negative
traffic traffic jam ho raha h main road pe immediate action needed,public,Normal,Neutral
noise disturbance create ho raha hai near school please fix asap,public,Normal,Negative
"bahut prblm h, voltage faat gaya main road pe jaldi solve kare",electricity,Normal,Neutral
"bahut prblm h, water pipeline leak ho rahi h area me",water,Normal,Neutral
"please help, water ganda pani aa raha h near school immediate action needed",water,Normal,Negative
"bahut problem hai, meter power failure ho gaya hai ghar ke paas",electricity,Normal,Negative
water tap se pani nahi aa raha ghar ke paas jaldi solve kare,water,Normal,Negative
"please help, awaz bahut zyada hai area me bahut dikkat ho rahi hai",public,Normal,Negative
"serious issue, pipeline tap se pani nahi aa raha near school please fix asap",water,High,Negative
complaint: waste nahi uthaya gaya area me jaldi solve kare,sanitation,Normal,Negative
"bahut problem hai, kooda kachra jama hai area me bahut dikkat ho rahi hai",sanitation,Normal,Neutral
complaint: pothole bahut kharab condition me hai area me,roads,Normal,Negative
"bahut problem hai, transformer current nahi aa raha near hospital please fix asap",electricity,Normal,Negative
"please help, noise illegal parking ho rahi hai area me please fix asap",public,Normal,Neutral
urgent: awaz control nahi ho raha area me,public,High,Negative
complaint: safai bahut badbu aa rahi hai colony me immediate action needed,sanitation,High,Negative
"serious issue, parking log bahut shor kar rahe hai society me",public,High,Negative
complaint: tap supply band hai near hospital,water,Normal,Neutral
"please help, kooda cleaning nahi hui near school please fix asap",sanitation,Normal,Neutral
complaint: kooda kachra jama hai main road pe,sanitation,Normal,Neutral
"serious issue, traffic control nahi ho raha main road pe jaldi solve kare",public,Normal,Negative
"bahut prblm h, tap pipeline leak ho rahi h near school bahut dikkat ho rahi h",water,High,Negative
"please help, crowd control nahi ho raha near hospital jaldi solve kare",public,Normal,Neutral
"bahut prblm h, crowd bahut zyada h colony me immediate action needed",public,Normal,Neutral
"serious issue, voltage meter ka issue hai market me",electricity,Normal,Negative
complaint: jal pressure bahut kam hai society me bahut dikkat ho rahi hai,water,High,Negative
"serious issue, water pressure bahut kam hai main road pe immediate action needed",water,High,Negative
"serious issue, meter meter ka issue hai near hospital please fix asap",electricity,Normal,Negative
urgent: pothole construction incomplete hai area me,roads,High,Negative
complaint: transformer nahi aa rahi main road pe,electricity,High,Negative
complaint: pothole road damage hai ghar ke paas bahut dikkat ho rahi hai,roads,Normal,Neutral
"serious issue, road toot gayi hai area me jaldi solve kare",roads,Normal,Negative
"serious issue, sadak bahut kharab condition me hai market me jaldi solve kare",roads,Normal,Negative
"serious issue, street toot gayi hai market me",roads,Normal,Negative
complaint: construction kaam adhura hai main road pe please fix asap,roads,Normal,Negative
urgent: noise bahut zyada hai society me immediate action needed,public,High,Negative
"serious issue, jal water issue hai main road pe please fix asap",water,Normal,Negative
complaint: voltage bar bar cut ho rahi hai near school bahut dikkat ho rahi hai,electricity,Normal,Neutral
urgent: waste drain block ho gaya hai area me jaldi solve kare,sanitation,High,Negative
"please help, sadak toot gayi hai main road pe immediate action needed",roads,Normal,Neutral
"please help, noise control nahi ho raha near school jaldi solve kare",public,Normal,Neutral
"please help, meter faat gaya market me immediate action needed",electricity,Normal,Neutral
"bahut prblm h, nala area ganda h ghar ke paas",sanitation,Normal,Neutral
complaint: electricity fluctuation ho raha h near school jaldi solve kare,electricity,Normal,Negative
complaint: nala overflow ho raha h main road pe jaldi solve kare,sanitation,Normal,Neutral
awaz traffic jam ho raha hai near hospital jaldi solve kare,public,Normal,Negative
"serious issue, pothole accident ka danger h area me",roads,High,Negative
"please help, awaz log bahut shor kar rahe hai society me please fix asap",public,High,Negative
water pipeline leak ho rahi hai area me bahut dikkat ho rahi hai,water,High,Negative
complaint: traffic log bahut shor kar rahe hai near hospital,public,Normal,Neutral
"please help, light bar bar cut ho rahi h main road pe",electricity,Normal,Negative
urgent: jal water issue hai ghar ke paas immediate action needed,water,High,Negative
"bahut problem hai, jal supply band hai colony me bahut dikkat ho rahi hai",water,High,Negative
"bahut problem hai, sadak road damage hai ghar ke paas jaldi solve kare",roads,Normal,Neutral
"serious issue, construction bahut kharab condition me h main road pe",roads,High,Negative
"bahut problem hai, electricity transformer kharab hai ghar ke paas",electricity,High,Negative
complaint: nala area ganda hai near hospital bahut dikkat ho rahi hai,sanitation,High,Negative
urgent: light shock lagne ka danger hai near school,electricity,High,Negative
"serious issue, garbage bahut badbu aa rahi hai colony me jaldi solve kare",sanitation,Normal,Negative
road accident ka danger hai near hospital bahut dikkat ho rahi hai,roads,High,Negative
urgent: transformer faat gaya colony me immediate action needed,electricity,High,Negative
"serious issue, meter current nahi aa raha market me please fix asap",electricity,Normal,Negative
"bahut problem hai, traffic log bahut shor kar rahe hai market me",public,Normal,Negative
"serious issue, supply water issue hai ghar ke paas jaldi solve kare",water,Normal,Negative
"please help, parking illegal parking ho rahi h main road pe",public,Normal,Neutral
"please help, transformer bar bar cut ho rahi h near school please fix asap",electricity,Normal,Neutral
"bahut problem hai, safai nahi uthaya gaya area me",sanitation,High,Negative
"bahut problem hai, supply pressure bahut kam hai market me immediate action needed",water,Normal,Neutral
"bahut prblm h, noise disturbance create ho raha h near hospital jaldi solve kare",public,Normal,Neutral
"bahut prblm h, awaz bahut zyada h market me please fix asap",public,High,Negative
"bahut problem hai, awaz log bahut shor kar rahe hai society me jaldi solve kare",public,Normal,Negative
complaint: traffic log bahut shor kar rahe hai society me,public,High,Negative
"bahut problem hai, street bade potholes hai ghar ke paas please fix asap",roads,Normal,Negative
"serious issue, dp transformer kharab hai near school please fix asap",electricity,Normal,Negative
complaint: noise traffic jam ho raha hai colony me jaldi solve kare,public,Normal,Negative
complaint: safai drain block ho gaya hai ghar ke paas,sanitation,High,Negative
urgent: waste bahut badbu aa rahi hai market me immediate action needed,sanitation,High,Negative
"bahut problem hai, kooda bahut badbu aa rahi hai main road pe jaldi solve kare",sanitation,Normal,Neutral
urgent: noise disturbance create ho raha hai ghar ke paas immediate action needed,public,High,Negative
"please help, pipeline pressure bahut kam hai area me bahut dikkat ho rahi hai",water,Normal,Negative
urgent: voltage faat gaya near school please fix asap,electricity,High,Negative
"please help, pani supply band hai market me",water,Normal,Neutral
complaint: pani water issue hai market me please fix asap,water,Normal,Neutral
"bahut problem hai, drain area ganda hai main road pe immediate action needed",sanitation,Normal,Neutral
"please help, jal water issue h ghar ke paas",water,Normal,Neutral
"please help, tap pressure bahut kam hai ghar ke paas immediate action needed",water,Normal,Neutral
"serious issue, tap pipeline leak ho rahi hai near hospital",water,Normal,Negative
"bahut problem hai, jal ganda pani aa raha hai area me",water,Normal,Negative
"serious issue, road bade potholes h society me",roads,High,Negative
urgent: pothole bahut kharab condition me hai area me please fix asap,roads,High,Negative
"bahut problem hai, awaz disturbance create ho raha hai ghar ke paas jaldi solve kare",public,Normal,Neutral
complaint: electricity transformer kharab h colony me bahut dikkat ho rahi h,electricity,Normal,Negative
complaint: pothole road damage hai ghar ke paas,roads,Normal,Negative
"please help, kooda bahut badbu aa rahi hai main road pe please fix asap",sanitation,Normal,Neutral
dp bar bar cut ho rahi hai near hospital please fix asap,electricity,Normal,Neutral
complaint: voltage power failure ho gaya hai near hospital jaldi solve kare,electricity,Normal,Neutral
"please help, pothole construction incomplete h market me jaldi solve kare",roads,Normal,Neutral
complaint: parking log bahut shor kar rahe hai colony me bahut dikkat ho rahi hai,public,High,Negative
"serious issue, waste drain block ho gaya hai main road pe please fix asap",sanitation,Normal,Negative
"bahut problem hai, jal pipeline leak ho rahi hai ghar ke paas please fix asap",water,Normal,Neutral
urgent: sadak construction incomplete hai ghar ke paas jaldi solve kare,roads,High,Negative
"serious issue, kooda drain block ho gaya hai society me jaldi solve kare",sanitation,High,Negative
complaint: safai kachra jama hai main road pe immediate action needed,sanitation,High,Negative
street bahut kharab condition me hai market me jaldi solve kare,roads,Normal,Neutral
"serious issue, construction bahut kharab condition me hai near hospital immediate action needed",roads,High,Negative
"please help, meter meter ka issue hai area me please fix asap",electricity,High,Negative
complaint: light meter ka issue hai ghar ke paas,electricity,Normal,Negative
urgent: awaz log bahut shor kar rahe hai near hospital immediate action needed,public,High,Negative
"please help, parking disturbance create ho raha h ghar ke paas jaldi solve kare",public,Normal,Neutral
urgent: power shock lagne ka danger hai main road pe bahut dikkat ho rahi hai,electricity,High,Negative
urgent: street bahut kharab condition me hai near hospital immediate action needed,roads,High,Negative
"please help, construction accident ka danger hai colony me please fix asap",roads,High,Negative
complaint: meter nahi aa rahi near hospital bahut dikkat ho rahi hai,electricity,Normal,Negative
complaint: awaz traffic jam ho raha hai society me,public,High,Negative
urgent: pipeline pipeline leak ho rahi hai near school jaldi solve kare,water,High,Negative
street bade potholes hai near hospital bahut dikkat ho rahi hai,roads,Normal,Neutral
urgent: jal tap se pani nahi aa raha ghar ke paas immediate action needed,water,High,Negative
urgent: construction toot gayi hai area me please fix asap,roads,High,Negative
complaint: noise control nahi ho raha main road pe bahut dikkat ho rahi hai,public,Normal,Neutral
"please help, crowd traffic jam ho raha hai near hospital",public,Normal,Neutral
urgent: transformer power failure ho gaya hai near hospital,electricity,High,Negative
"please help, street bahut kharab condition me hai area me",roads,High,Negative
"bahut problem hai, sadak kaam adhura hai ghar ke paas please fix asap",roads,Normal,Neutral
"serious issue, pani tap se pani nahi aa raha colony me please fix asap",water,Normal,Negative
"bahut problem hai, garbage kachra jama hai near school bahut dikkat ho rahi hai",sanitation,Normal,Neutral
urgent: water supply band hai near school please fix asap,water,High,Negative
urgent: supply water issue h colony me bahut dikkat ho rahi h,water,High,Negative
urgent: power faat gaya main road pe jaldi solve kare,electricity,High,Negative
complaint: supply nahi aa raha ghar ke paas,water,Normal,Negative
meter meter ka issue h colony me please fix asap,electricity,Normal,Neutral
urgent: dp fluctuation ho raha hai main road pe jaldi solve kare,electricity,High,Negative
"serious issue, nala bahut badbu aa rahi hai near school jaldi solve kare",sanitation,Normal,Negative
"please help, electricity faat gaya ghar ke paas immediate action needed",electricity,High,Negative
"bahut problem hai, drain bahut badbu aa rahi hai main road pe please fix asap",sanitation,Normal,Neutral
"please help, road bade potholes hai near hospital jaldi solve kare",roads,Normal,Neutral
crowd disturbance create ho raha hai market me immediate action needed,public,Normal,Neutral
waste drain block ho gaya hai colony me,sanitation,High,Negative
complaint: water nahi aa raha main road pe immediate action needed,water,Normal,Neutral
"please help, power fluctuation ho raha h area me please fix asap",electricity,Normal,Negative
parking disturbance create ho raha hai area me jaldi solve kare,public,Normal,Negative
"serious issue, dp nahi aa rahi area me bahut dikkat ho rahi hai",electricity,High,Negative
urgent: nala kachra jama h main road pe bahut dikkat ho rahi h,sanitation,High,Negative
"serious issue, jal nahi aa raha main road pe",water,High,Negative
"please help, dp meter ka issue h ghar ke paas jaldi solve kare",electricity,High,Negative
"please help, pipeline tap se pani nahi aa raha near school",water,Normal,Neutral
construction construction incomplete hai ghar ke paas bahut dikkat ho rahi hai,roads,Normal,Neutral
pipeline pressure bahut kam hai market me,water,Normal,Neutral
"serious issue, dp power failure ho gaya hai near school immediate action needed",electricity,Normal,Negative
complaint: construction bade potholes hai near school immediate action needed,roads,Normal,Neutral
urgent: supply pipeline leak ho rahi h colony me bahut dikkat ho rahi h,water,High,Negative
"please help, power transformer kharab hai near hospital immediate action needed",electricity,Normal,Neutral
parking traffic jam ho raha h society me bahut dikkat ho rahi h,public,Normal,Neutral
"bahut problem hai, safai nahi uthaya gaya society me jaldi solve kare",sanitation,Normal,Negative
"serious issue, street kaam adhura hai area me bahut dikkat ho rahi hai",roads,Normal,Negative
"bahut problem hai, dp bar bar cut ho rahi hai market me immediate action needed",electricity,Normal,Negative
"bahut prblm h, street construction incomplete h society me bahut dikkat ho rahi h",roads,Normal,Neutral
urgent: sadak kaam adhura hai main road pe,roads,High,Negative
waste overflow ho raha hai market me please fix asap,sanitation,Normal,Neutral
complaint: parking illegal parking ho rahi hai market me jaldi solve kare,public,Normal,Negative
"please help, kooda kachra jama hai main road pe",sanitation,Normal,Negative
"serious issue, kooda bahut badbu aa rahi hai colony me bahut dikkat ho rahi hai",sanitation,High,Negative
"please help, tap water issue hai ghar ke paas please fix asap",water,Normal,Negative
"serious issue, pani pressure bahut kam hai colony me bahut dikkat ho rahi hai",water,Normal,Negative
"please help, tap supply band hai market me immediate action needed",water,Normal,Neutral
"please help, bijli nahi aa rahi colony me immediate action needed",electricity,Normal,Neutral
"please help, safai kachra jama hai main road pe jaldi solve kare",sanitation,High,Negative
urgent: awaz bahut zyada hai near hospital immediate action needed,public,High,Negative
"please help, dp meter ka issue hai colony me please fix asap",electricity,Normal,Negative
urgent: current nahi aa rahi near hospital bahut dikkat ho rahi hai,electricity,High,Negative
"bahut prblm h, traffic control nahi ho raha ghar ke paas jaldi solve kare",public,Normal,Neutral
awaz illegal parking ho rahi h society me please fix asap,public,Normal,Neutral
"please help, drain overflow ho raha hai area me",sanitation,Normal,Neutral
awaz bahut zyada hai colony me bahut dikkat ho rahi hai,public,Normal,Neutral
"serious issue, water ganda pani aa raha hai area me bahut dikkat ho rahi hai",water,High,Negative
complaint: water supply band hai society me jaldi solve kare,water,Normal,Neutral
"bahut problem hai, traffic control nahi ho raha main road pe bahut dikkat ho rahi hai",public,Normal,Neutral
complaint: waste drain block ho gaya hai area me bahut dikkat ho rahi hai,sanitation,Normal,Neutral
light fluctuation ho raha hai near hospital jaldi solve kare,electricity,Normal,Neutral
"please help, garbage cleaning nahi hui area me please fix asap",sanitation,Normal,Neutral
dp meter ka issue hai near school please fix asap,electricity,Normal,Neutral
complaint: pani ganda pani aa raha hai area me bahut dikkat ho rahi hai,water,High,Negative
"bahut prblm h, current transformer kharab h ghar ke paas bahut dikkat ho rahi h",electricity,Normal,Neutral
complaint: meter meter ka issue hai near school,electricity,Normal,Neutral
"please help, kooda drain block ho gaya hai ghar ke paas",sanitation,High,Negative
"serious issue, water nahi aa raha near hospital jaldi solve kare",water,Normal,Negative
complaint: nala nahi uthaya gaya near hospital bahut dikkat ho rahi hai,sanitation,Normal,Neutral
"serious issue, jal water issue hai area me immediate action needed",water,Normal,Negative
"bahut prblm h, voltage transformer kharab h near hospital",electricity,Normal,Neutral
urgent: transformer meter ka issue hai colony me,electricity,High,Negative
"serious issue, kooda bahut badbu aa rahi hai main road pe",sanitation,Normal,Negative
"please help, pani pipeline leak ho rahi hai near hospital please fix asap",water,Normal,Negative
pani pipeline leak ho rahi hai near hospital bahut dikkat ho rahi hai,water,High,Negative
complaint: kooda overflow ho raha hai near school,sanitation,Normal,Neutral
"bahut problem hai, electricity current nahi aa raha main road pe bahut dikkat ho rahi hai",electricity,Normal,Negative
urgent: pipeline supply band h colony me immediate action needed,water,High,Negative
"serious issue, construction toot gayi hai main road pe jaldi solve kare",roads,High,Negative
"please help, safai drain block ho gaya hai near school jaldi solve kare",sanitation,High,Negative
noise traffic jam ho raha hai market me please fix asap,public,Normal,Negative
"bahut problem hai, awaz log bahut shor kar rahe hai market me",public,Normal,Neutral
"bahut prblm h, parking traffic jam ho raha h main road pe jaldi solve kare",public,Normal,Negative
urgent: road bade potholes hai area me,roads,High,Negative
urgent: garbage drain block ho gaya h main road pe immediate action needed,sanitation,High,Negative
complaint: noise control nahi ho raha near school jaldi solve kare,public,Normal,Neutral
"serious issue, garbage kachra jama hai society me bahut dikkat ho rahi hai",sanitation,High,Negative
urgent: traffic disturbance create ho raha hai main road pe jaldi solve kare,public,High,Negative
"please help, jal nahi aa raha area me please fix asap",water,Normal,Negative
parking traffic jam ho raha hai near hospital jaldi solve kare,public,Normal,Negative
complaint: safai nahi uthaya gaya society me,sanitation,Normal,Neutral
complaint: road kaam adhura h near school please fix asap,roads,Normal,Neutral
"please help, crowd bahut zyada hai near hospital please fix asap",public,Normal,Neutral
urgent: pipeline supply band hai near hospital jaldi solve kare,water,High,Negative
urgent: noise illegal parking ho rahi hai colony me immediate action needed,public,High,Negative
"please help, road construction incomplete h colony me immediate action needed",roads,Normal,Neutral
"serious issue, road kaam adhura hai society me jaldi solve kare",roads,Normal,Negative
urgent: electricity current nahi aa raha ghar ke paas bahut dikkat ho rahi hai,electricity,High,Negative
complaint: pothole bade potholes hai society me please fix asap,roads,Normal,Neutral
"serious issue, water water issue h ghar ke paas immediate action needed",water,Normal,Negative
"bahut problem hai, construction bade potholes hai market me",roads,Normal,Neutral
waste bahut badbu aa rahi hai main road pe,sanitation,Normal,Negative
"please help, safai overflow ho raha h market me please fix asap",sanitation,Normal,Neutral
"bahut problem hai, meter power failure ho gaya hai market me jaldi solve kare",electricity,Normal,Negative
water nahi aa raha colony me,water,Normal,Neutral
urgent: pani tap se pani nahi aa raha near school bahut dikkat ho rahi hai,water,High,Negative
"bahut problem hai, supply pressure bahut kam hai market me bahut dikkat ho rahi hai",water,High,Negative
safai nahi uthaya gaya market me,sanitation,Normal,Negative
kooda nahi uthaya gaya society me please fix asap,sanitation,Normal,Neutral
"please help, jal nahi aa raha near school",water,Normal,Neutral
"please help, pipeline nahi aa raha area me immediate action needed",water,Normal,Negative
urgent: meter bar bar cut ho rahi hai society me please fix asap,electricity,High,Negative
urgent: nala cleaning nahi hui near hospital bahut dikkat ho rahi hai,sanitation,High,Negative
"bahut prblm h, kooda overflow ho raha h colony me",sanitation,Normal,Neutral
"serious issue, pani supply band hai market me bahut dikkat ho rahi hai",water,Normal,Negative
complaint: traffic traffic jam ho raha hai society me please fix asap,public,High,Negative
"bahut prblm h, traffic traffic jam ho raha h market me immediate action needed",public,Normal,Neutral
"please help, bijli current nahi aa raha ghar ke paas please fix asap",electricity,Normal,Neutral
"serious issue, awaz illegal parking ho rahi h near school",public,High,Negative
urgent: pothole toot gayi hai area me jaldi solve kare,roads,High,Negative
complaint: jal water issue hai area me immediate action needed,water,High,Negative
waste overflow ho raha hai near school please fix asap,sanitation,Normal,Neutral
parking control nahi ho raha society me please fix asap,public,High,Negative
complaint: kooda nahi uthaya gaya colony me jaldi solve kare,sanitation,Normal,Neutral
"bahut problem hai, sadak toot gayi hai near hospital immediate action needed",roads,High,Negative
"serious issue, noise traffic jam ho raha h near school please fix asap",public,High,Negative
tap nahi aa raha near school immediate action needed,water,High,Negative
complaint: power current nahi aa raha ghar ke paas immediate action needed,electricity,Normal,Neutral
complaint: kooda cleaning nahi hui near hospital immediate action needed,sanitation,Normal,Negative
"serious issue, street toot gayi hai ghar ke paas please fix asap",roads,Normal,Negative
"please help, jal supply band hai near school bahut dikkat ho rahi hai",water,Normal,Neutral
complaint: crowd traffic jam ho raha h society me please fix asap,public,Normal,Negative
complaint: garbage nahi uthaya gaya ghar ke paas immediate action needed,sanitation,Normal,Neutral
urgent: garbage bahut badbu aa rahi hai market me,sanitation,High,Negative
"please help, bijli shock lagne ka danger hai area me jaldi solve kare",electricity,High,Negative
"please help, safai drain block ho gaya hai society me please fix asap",sanitation,Normal,Negative
kooda nahi uthaya gaya near school please fix asap,sanitation,Normal,Negative
"bahut problem hai, street accident ka danger hai market me",roads,High,Negative
complaint: construction toot gayi hai near hospital bahut dikkat ho rahi hai,roads,Normal,Negative
"please help, traffic log bahut shor kar rahe hai area me",public,Normal,Neutral
urgent: road bahut kharab condition me hai near hospital jaldi solve kare,roads,High,Negative
water pressure bahut kam hai ghar ke paas bahut dikkat ho rahi hai,water,Normal,Neutral
"bahut problem hai, voltage bar bar cut ho rahi hai area me please fix asap",electricity,Normal,Neutral
urgent: traffic illegal parking ho rahi hai near hospital immediate action needed,public,High,Negative
urgent: power bar bar cut ho rahi hai colony me immediate action needed,electricity,High,Negative
"serious issue, pani pipeline leak ho rahi h near hospital bahut dikkat ho rahi h",water,Normal,Negative
complaint: safai drain block ho gaya hai ghar ke paas please fix asap,sanitation,Normal,Neutral
urgent: crowd log bahut shor kar rahe hai ghar ke paas jaldi solve kare,public,High,Negative
waste overflow ho raha hai market me immediate action needed,sanitation,Normal,Neutral
"please help, nala kachra jama hai main road pe jaldi solve kare",sanitation,Normal,Negative
garbage bahut badbu aa rahi hai area me,sanitation,Normal,Neutral
complaint: garbage area ganda hai colony me,sanitation,Normal,Negative
complaint: safai nahi uthaya gaya market me jaldi solve kare,sanitation,Normal,Neutral
"serious issue, construction construction incomplete hai colony me bahut dikkat ho rahi hai",roads,Normal,Negative
"please help, waste area ganda hai society me jaldi solve kare",sanitation,Normal,Neutral
"serious issue, crowd control nahi ho raha market me jaldi solve kare",public,High,Negative
"serious issue, garbage drain block ho gaya hai colony me jaldi solve kare",sanitation,Normal,Negative
"bahut prblm h, crowd control nahi ho raha ghar ke paas immediate action needed",public,Normal,Negative
urgent: waste cleaning nahi hui society me,sanitation,High,Negative
awaz illegal parking ho rahi hai near school jaldi solve kare,public,Normal,Negative
urgent: noise control nahi ho raha ghar ke paas,public,High,Negative
urgent: kooda drain block ho gaya hai near school bahut dikkat ho rahi hai,sanitation,High,Negative
"bahut problem hai, current transformer kharab hai society me bahut dikkat ho rahi hai",electricity,Normal,Negative
"bahut problem hai, crowd bahut zyada hai near school immediate action needed",public,Normal,Negative
"bahut problem hai, pipeline nahi aa raha near hospital please fix asap",water,Normal,Neutral
"serious issue, supply pressure bahut kam hai society me immediate action needed",water,Normal,Negative
"bahut problem hai, pipeline water issue hai near hospital",water,Normal,Negative
"please help, safai overflow ho raha hai area me bahut dikkat ho rahi hai",sanitation,Normal,Negative
complaint: voltage shock lagne ka danger hai main road pe jaldi solve kare,electricity,High,Negative
"serious issue, supply ganda pani aa raha hai near school",water,Normal,Negative
"please help, sadak toot gayi hai market me bahut dikkat ho rahi hai",roads,Normal,Negative
complaint: bijli current nahi aa raha area me immediate action needed,electricity,Normal,Negative
garbage area ganda hai near school immediate action needed,sanitation,High,Negative
urgent: power nahi aa rahi area me jaldi solve kare,electricity,High,Negative
complaint: parking control nahi ho raha main road pe jaldi solve kare,public,Normal,Negative
"please help, waste cleaning nahi hui area me please fix asap",sanitation,Normal,Neutral
"bahut prblm h, transformer power failure ho gaya h market me please fix asap",electricity,Normal,Neutral
"serious issue, jal ganda pani aa raha hai colony me bahut dikkat ho rahi hai",water,Normal,Negative
"bahut problem hai, sadak kaam adhura hai main road pe immediate action needed",roads,Normal,Neutral
parking control nahi ho raha near school,public,High,Negative
complaint: road toot gayi hai near hospital please fix asap,roads,Normal,Neutral
supply tap se pani nahi aa raha area me,water,Normal,Neutral
electricity meter ka issue hai society me immediate action needed,electricity,Normal,Negative
power fluctuation ho raha hai colony me jaldi solve kare,electricity,Normal,Negative
complaint: sadak kaam adhura hai area me bahut dikkat ho rahi hai,roads,Normal,Negative
"bahut problem hai, light power failure ho gaya hai near hospital",electricity,Normal,Negative
traffic log bahut shor kar rahe hai colony me immediate action needed,public,High,Negative
complaint: waste kachra jama hai near school please fix asap,sanitation,High,Negative
urgent: crowd disturbance create ho raha hai main road pe jaldi solve kare,public,High,Negative
traffic illegal parking ho rahi hai near school jaldi solve kare,public,Normal,Negative
"bahut prblm h, parking bahut zyada h area me please fix asap",public,High,Negative
complaint: waste bahut badbu aa rahi hai near hospital bahut dikkat ho rahi hai,sanitation,Normal,Neutral
urgent: awaz bahut zyada h colony me jaldi solve kare,public,High,Negative
"serious issue, crowd traffic jam ho raha hai main road pe jaldi solve kare",public,Normal,Negative
complaint: crowd control nahi ho raha colony me,public,High,Negative
urgent: transformer meter ka issue hai near school jaldi solve kare,electricity,High,Negative
complaint: pipeline ganda pani aa raha hai society me,water,Normal,Neutral
"please help, current meter ka issue hai main road pe please fix asap",electricity,Normal,Negative
"serious issue, jal supply band hai market me jaldi solve kare",water,Normal,Negative
"bahut problem hai, road accident ka danger hai market me please fix asap",roads,High,Negative
complaint: sadak construction incomplete hai area me jaldi solve kare,roads,Normal,Neutral
urgent: traffic illegal parking ho rahi hai market me please fix asap,public,High,Negative
"please help, pani pressure bahut kam hai colony me jaldi solve kare",water,Normal,Negative
"bahut problem hai, nala cleaning nahi hui ghar ke paas please fix asap",sanitation,Normal,Neutral
urgent: power faat gaya area me immediate action needed,electricity,High,Negative
dp current nahi aa raha colony me,electricity,Normal,Neutral
"serious issue, pothole accident ka danger hai ghar ke paas jaldi solve kare",roads,High,Negative
urgent: drain nahi uthaya gaya ghar ke paas immediate action needed,sanitation,High,Negative
complaint: water supply band h near hospital immediate action needed,water,Normal,Neutral
"bahut prblm h, meter bar bar cut ho rahi h main road pe please fix asap",electricity,High,Negative
"please help, garbage area ganda h area me bahut dikkat ho rahi h",sanitation,Normal,Neutral
urgent: crowd log bahut shor kar rahe hai near hospital,public,High,Negative
"please help, power fluctuation ho raha hai society me please fix asap",electricity,Normal,Neutral
"please help, pani supply band hai near school jaldi solve kare",water,Normal,Negative
tap supply band hai near hospital bahut dikkat ho rahi hai,water,Normal,Neutral
"please help, safai bahut badbu aa rahi h colony me bahut dikkat ho rahi h",sanitation,Normal,Negative
street construction incomplete hai market me jaldi solve kare,roads,Normal,Neutral
"serious issue, noise log bahut shor kar rahe hai ghar ke paas immediate action needed",public,Normal,Negative
nala bahut badbu aa rahi hai near school bahut dikkat ho rahi hai,sanitation,High,Negative
garbage nahi uthaya gaya area me bahut dikkat ho rahi hai,sanitation,Normal,Neutral
complaint: waste nahi uthaya gaya near hospital bahut dikkat ho rahi hai,sanitation,Normal,Neutral
complaint: safai cleaning nahi hui market me,sanitation,Normal,Neutral
"please help, waste area ganda hai society me bahut dikkat ho rahi hai",sanitation,Normal,Negative
"bahut problem hai, waste kachra jama hai society me immediate action needed",sanitation,Normal,Negative
"bahut problem hai, street bade potholes hai colony me jaldi solve kare",roads,Normal,Negative
pani water issue hai near hospital bahut dikkat ho rahi hai,water,High,Negative
"bahut problem hai, supply nahi aa raha main road pe",water,Normal,Neutral
"please help, noise bahut zyada hai ghar ke paas bahut dikkat ho rahi hai",public,Normal,Neutral
complaint: jal tap se pani nahi aa raha market me jaldi solve kare,water,Normal,Neutral
"please help, awaz illegal parking ho rahi hai colony me bahut dikkat ho rahi hai",public,High,Negative
urgent: power shock lagne ka danger hai near hospital jaldi solve kare,electricity,High,Negative
"please help, pani tap se pani nahi aa raha society me",water,Normal,Neutral
"bahut prblm h, electricity shock lagne ka danger h main road pe bahut dikkat ho rahi h",electricity,High,Negative
"bahut problem hai, light faat gaya near hospital jaldi solve kare",electricity,Normal,Neutral
urgent: drain bahut badbu aa rahi h near hospital immediate action needed,sanitation,High,Negative
"serious issue, pipeline supply band hai near hospital immediate action needed",water,High,Negative
complaint: pothole bahut kharab condition me h near hospital bahut dikkat ho rahi h,roads,High,Negative
urgent: noise log bahut shor kar rahe hai market me please fix asap,public,High,Negative
"please help, waste kachra jama hai colony me",sanitation,Normal,Negative
